Proto,Dur,SrcBytes,DstBytes,sTtl,dTtl,SrcLoad,DstLoad,SrcPkts,DstPkts,sMeanPktSz,dMeanPktSz,SIntPkt,DIntPkt,TcpRtt,SynAck,AckDat,DeviceName,label_mac,label,generated_label
37,0.310872,272,140,64.0,55.0,5249.749512,1801.384521,4,2,68.0,70.0,103.624,157.545,0.15765,0.143642,0.014008,amazon echo,44:65:0d:56:cc:d3,2,-1
37,0.298661,272,140,64.0,55.0,5464.389648,1875.035645,4,2,68.0,70.0,99.553664,146.714,0.146523,0.143655,0.002868,amazon echo,44:65:0d:56:cc:d3,2,-1
37,1.175429,2380,628,64.0,44.0,14176.952148,3423.430908,8,5,297.5,125.599998,167.918422,224.78875,0.276367,0.275961,0.000406,withings smart baby monitor,00:24:e4:11:18:a8,4,-1
37,0.251376,149,149,64.0,210.0,2386.862793,2386.862793,2,2,74.5,74.5,0.572,259.773,0.232967,0.216346,0.016621,amazon echo,44:65:0d:56:cc:d3,2,-1
37,0.431939,270,398,64.0,51.0,2500.353027,3685.705566,2,2,135.0,199.0,431.939,268.568,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,3.179207,243,231,100.0,35.0,407.648804,387.518005,3,3,81.0,77.0,1589.6035,1482.414,0.0,0.0,0.0,smart things,d0:52:a8:00:67:5e,3,-1
37,0.220588,636,585,64.0,56.0,19221.353516,15921.083984,6,4,106.0,146.25,44.117602,72.459664,0.002495,0.001432,0.001063,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.207585,183,177,100.0,35.0,3545.5354,3429.920166,2,2,91.5,88.5,4082.3275,3979.226,0.0,0.0,0.0,smart things,d0:52:a8:00:67:5e,3,-1
37,0.145667,132,132,64.0,42.0,3624.705566,3624.705566,2,2,66.0,66.0,8.721,153.825,0.138388,0.137191,0.001197,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,3.118557,132,132,64.0,47.0,169.309082,169.309082,2,2,66.0,66.0,5150.466,5150.4345,0.0,0.0,0.0,withings smart baby monitor,00:24:e4:11:18:a8,4,-1
37,1.189936,2387,628,64.0,44.0,14044.452148,3381.694336,8,5,298.375,125.599998,169.990859,228.66025,0.275395,0.274974,0.000421,withings smart baby monitor,00:24:e4:11:18:a8,4,-1
37,0.322878,416,206,64.0,52.0,7730.474121,3419.248047,4,3,104.0,68.666664,107.626,80.9635,0.161427,0.159997,0.00143,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.442492,270,398,64.0,49.0,2440.722168,3597.805176,2,2,135.0,199.0,442.492,279.593,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.430596,270,398,64.0,49.0,2508.151611,3697.201172,2,2,135.0,199.0,430.596,272.006,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.163857,254,270,64.0,52.0,6200.528809,6591.113281,2,2,127.0,135.0,163.857,2.944,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.43618,270,398,64.0,49.0,2476.041992,3649.869385,2,2,135.0,199.0,436.18,272.375,0.167617,0.160311,0.007306,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.162706,270,265,64.0,49.0,6637.739258,6539.402344,2,2,135.0,132.5,162.706,1.55,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.225143,199,177,100.0,34.0,3553.297119,3162.43457,2,2,99.5,88.5,3608.2465,3500.5095,0.0,0.0,0.0,smart things,d0:52:a8:00:67:5e,3,-1
25,0.016148,490,490,64.0,56.0,194203.625,194203.625,5,5,98.0,98.0,3.6945,3.64475,0.0,0.0,0.0,amazon echo,44:65:0d:56:cc:d3,2,-1
37,0.206079,183,177,100.0,34.0,3571.445801,3454.985596,2,2,91.5,88.5,4085.3175,3982.967,0.0,0.0,0.0,smart things,d0:52:a8:00:67:5e,3,-1
37,0.440581,254,408,64.0,52.0,2306.045898,3704.199707,2,2,127.0,204.0,440.581,272.235,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.441167,254,408,64.0,49.0,2302.982666,3699.279541,2,2,127.0,204.0,441.167,277.243,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,4.239606,624,264,64.0,228.0,883.100952,373.619629,4,4,156.0,66.0,1261.50025,1261.44125,0.0,0.0,0.0,dropcam,30:8c:fb:2f:e4:b2,1,-1
37,0.439111,254,408,64.0,52.0,2313.765869,3716.600098,2,2,127.0,204.0,439.111,275.487,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.400094,132,132,47.0,64.0,1319.689819,1319.689819,2,2,66.0,66.0,94.711,5160.1265,0.0,0.0,0.0,withings smart baby monitor,00:24:e4:11:18:a8,4,4
37,0.135552,66,132,64.0,43.0,0.0,3895.184082,1,2,66.0,66.0,0.0,140.75,0.143256,0.135761,0.007495,samsung smartcam,00:16:6c:ab:6b:88,6,-1
38,2.664728,270,270,64.0,46.0,540.392883,540.392883,3,3,90.0,90.0,1229.169,1228.751,0.0,0.0,0.0,insteon camera,00:62:6e:51:27:2e,5,-1
37,4.249926,780,330,64.0,224.0,1174.608643,496.949829,5,5,156.0,66.0,950.694,950.686,0.0,0.0,0.0,dropcam,30:8c:fb:2f:e4:b2,1,-1
37,0.21784,183,177,100.0,35.0,3378.626465,3268.453857,2,2,91.5,88.5,4060.865,3952.4295,0.0,0.0,0.0,smart things,d0:52:a8:00:67:5e,3,-1
37,2.493459,132,132,64.0,47.0,211.754028,211.754028,2,2,66.0,66.0,5150.452,5150.2605,0.0,0.0,0.0,withings smart baby monitor,00:24:e4:11:18:a8,4,4
25,0.036062,490,490,64.0,56.0,86961.351562,86961.351562,5,5,98.0,98.0,8.77525,8.72225,0.0,0.0,0.0,amazon echo,44:65:0d:56:cc:d3,2,-1
37,4.919296,1080,676,64.0,224.0,1463.624146,962.739441,6,8,180.0,84.5,839.185313,718.987375,0.0,0.0,0.0,dropcam,30:8c:fb:2f:e4:b2,1,-1
37,0.4389,254,408,64.0,52.0,2314.878174,3718.386963,2,2,127.0,204.0,438.9,274.072,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.433046,254,408,64.0,49.0,2346.170898,3768.652588,2,2,127.0,204.0,433.046,270.959,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,2.989322,624,264,64.0,224.0,529.886047,1252.457886,4,4,156.0,66.0,1003.27225,1003.272,0.0,0.0,0.0,dropcam,30:8c:fb:2f:e4:b2,1,1
38,2.650109,270,270,64.0,47.0,543.37384,543.37384,3,3,90.0,90.0,1220.442,1220.294,0.0,0.0,0.0,insteon camera,00:62:6e:51:27:2e,5,-1
37,0.434977,254,408,64.0,49.0,2335.755615,3751.922607,2,2,127.0,204.0,434.977,271.712,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.252579,636,585,64.0,56.0,16786.826172,13904.560547,6,4,106.0,146.25,50.515801,78.249,0.017319,0.016202,0.001117,samsung smartcam,00:16:6c:ab:6b:88,6,-1
38,2.419172,270,180,64.0,49.0,595.244995,297.622498,3,2,90.0,90.0,1209.586,1209.51,0.0,0.0,0.0,insteon camera,00:62:6e:51:27:2e,5,-1
37,4.314484,1080,396,64.0,227.0,1668.797485,611.892395,6,6,180.0,66.0,865.889,865.8895,0.0,0.0,0.0,dropcam,30:8c:fb:2f:e4:b2,1,1
37,4.584352,132,132,47.0,64.0,115.1744,115.1744,2,2,66.0,66.0,5155.4235,5155.427,0.0,0.0,0.0,withings smart baby monitor,00:24:e4:11:18:a8,4,-1
38,2.529149,270,270,64.0,48.0,569.36145,569.36145,3,3,90.0,90.0,1180.017,1179.5765,0.0,0.0,0.0,insteon camera,00:62:6e:51:27:2e,5,-1
37,0.431242,254,408,64.0,49.0,2355.98584,3784.418213,2,2,127.0,204.0,431.242,270.356,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.443969,254,408,64.0,51.0,2288.447998,3675.932129,2,2,127.0,204.0,443.969,271.837,0.16137,0.159995,0.001375,samsung smartcam,00:16:6c:ab:6b:88,6,6
37,0.439345,254,408,64.0,52.0,2312.533447,3714.620605,2,2,127.0,204.0,439.345,272.359,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.468419,254,408,64.0,52.0,2168.998291,3484.060303,2,2,127.0,204.0,468.419,272.771,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,6
37,4.226685,780,330,64.0,224.0,1181.067383,499.682373,5,5,156.0,66.0,1012.139188,1012.149,0.0,0.0,0.0,dropcam,30:8c:fb:2f:e4:b2,1,-1
37,0.434362,270,398,64.0,49.0,2486.405273,3665.145752,2,2,135.0,199.0,434.362,274.602,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.434725,254,408,64.0,51.0,2337.109619,3754.097412,2,2,127.0,204.0,434.725,268.999,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.281653,636,585,64.0,56.0,15053.985352,12469.245117,6,4,106.0,146.25,56.330602,88.387,0.019191,0.014928,0.004263,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,4.934431,132,66,64.0,47.0,107.00322,0.0,2,1,66.0,66.0,5150.4325,5057.752,0.0,0.0,0.0,withings smart baby monitor,00:24:e4:11:18:a8,4,-1
38,0.061892,174,174,64.0,64.0,11245.395508,11245.395508,2,2,87.0,87.0,0.515,0.271,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,6
37,0.221209,636,585,64.0,56.0,19167.392578,15876.387695,6,4,106.0,146.25,44.241801,72.387,0.002191,0.001374,0.000817,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.43511,254,408,64.0,49.0,2335.041748,3750.775635,2,2,127.0,204.0,435.11,272.198,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.156582,132,132,64.0,43.0,3372.035156,3372.035156,2,2,66.0,66.0,20.231,163.57,0.137772,0.136523,0.001249,samsung smartcam,00:16:6c:ab:6b:88,6,6
37,0.257677,149,149,64.0,213.0,2328.496582,2328.496582,2,2,74.5,74.5,257.677,0.12,0.217828,0.21664,0.001188,amazon echo,44:65:0d:56:cc:d3,2,-1
37,0.435964,254,408,64.0,52.0,2330.467773,3743.428467,2,2,127.0,204.0,435.964,272.66,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.432533,270,398,64.0,49.0,2496.919434,3680.644043,2,2,135.0,199.0,432.533,269.499,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.444114,254,408,64.0,52.0,2287.700928,3674.732178,2,2,127.0,204.0,444.114,273.728,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.265938,636,585,64.0,56.0,15943.56543,13206.084961,6,4,106.0,146.25,53.187602,82.204336,0.016387,0.015373,0.001014,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.439551,254,408,64.0,51.0,2311.449707,3712.879883,2,2,127.0,204.0,439.551,275.936,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.441731,254,408,64.0,49.0,2300.042236,3694.556152,2,2,127.0,204.0,441.731,280.787,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,4.395168,132,132,44.0,64.0,120.131935,120.131935,2,2,66.0,66.0,5147.907,5147.851,0.0,0.0,0.0,withings smart baby monitor,00:24:e4:11:18:a8,4,-1
37,0.435917,254,408,64.0,51.0,2330.718994,3743.832031,2,2,127.0,204.0,435.917,271.012,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.441067,254,408,64.0,52.0,2303.504883,3700.11792,2,2,127.0,204.0,441.067,272.112,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,6
37,0.162956,270,265,64.0,49.0,6627.556152,6529.370117,2,2,135.0,132.5,162.956,1.563,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
38,2.577357,270,180,64.0,49.0,558.711853,279.355927,3,2,90.0,90.0,1150.5385,2300.436,0.0,0.0,0.0,insteon camera,00:62:6e:51:27:2e,5,-1
37,0.502517,132,132,64.0,48.0,1050.710693,1050.710693,2,2,66.0,66.0,5112.0095,5112.0115,0.216512,0.215964,0.000548,withings smart baby monitor,00:24:e4:11:18:a8,4,-1
37,0.656599,1020,4824,64.0,35.0,11477.325195,54255.339844,13,13,78.46154,371.076935,54.716582,36.601832,0.217395,0.216748,0.000647,insteon camera,00:62:6e:51:27:2e,5,-1
37,0.136581,132,132,64.0,43.0,3865.837646,3865.837646,2,2,66.0,66.0,0.964,143.193,0.137304,0.135818,0.001486,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.217912,149,149,64.0,214.0,2753.405029,2753.405029,2,2,74.5,74.5,0.745,229.398,0.225437,0.217165,0.008272,amazon echo,44:65:0d:56:cc:d3,2,2
37,0.43656,270,398,64.0,49.0,2473.886719,3646.692383,2,2,135.0,199.0,436.56,273.684,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,6
37,0.444522,254,408,64.0,49.0,2285.601318,3671.359375,2,2,127.0,204.0,444.522,270.987,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.259332,149,149,64.0,214.0,2313.636475,2313.636475,2,2,74.5,74.5,259.332,0.122,0.218688,0.217194,0.001494,amazon echo,44:65:0d:56:cc:d3,2,-1
37,0.441541,270,398,64.0,52.0,2445.979004,3605.554199,2,2,135.0,199.0,441.541,274.24,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,6
38,2.439119,270,180,64.0,49.0,590.377075,295.188538,3,2,90.0,90.0,1219.5595,1218.431,0.0,0.0,0.0,insteon camera,00:62:6e:51:27:2e,5,-1
37,4.849403,4962,1452,64.0,224.0,7814.570312,2286.467041,22,22,225.545456,66.0,231.019047,231.375906,0.0,0.0,0.0,dropcam,30:8c:fb:2f:e4:b2,1,-1
38,0.000315,83,184,64.0,64.0,0.0,0.0,1,1,83.0,184.0,5004.462,4992.019,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.435205,254,408,64.0,49.0,2334.531982,3749.956787,2,2,127.0,204.0,435.205,272.807,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,4.334752,624,264,64.0,227.0,863.717224,365.418823,4,4,156.0,66.0,1256.254,1256.2375,0.0,0.0,0.0,dropcam,30:8c:fb:2f:e4:b2,1,-1
37,0.438714,254,408,64.0,51.0,2315.859619,3719.963379,2,2,127.0,204.0,438.714,275.345,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.437261,270,398,64.0,52.0,2469.920898,3640.846191,2,2,135.0,199.0,437.261,273.928,0.161409,0.160276,0.001133,samsung smartcam,00:16:6c:ab:6b:88,6,6
37,0.434632,254,408,64.0,49.0,2337.609619,3754.900635,2,2,127.0,204.0,434.632,270.229,0.165247,0.16415,0.001097,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.165267,132,132,64.0,43.0,3194.830078,3194.830078,2,2,66.0,66.0,29.311,171.306,0.137379,0.136242,0.001137,samsung smartcam,00:16:6c:ab:6b:88,6,6
37,4.243382,780,330,64.0,224.0,1176.420166,497.716217,5,5,156.0,66.0,1017.733625,1017.730188,0.0,0.0,0.0,dropcam,30:8c:fb:2f:e4:b2,1,-1
37,4.29381,132,132,64.0,44.0,122.96772,122.96772,2,2,66.0,66.0,5135.4385,5135.051,0.0,0.0,0.0,withings smart baby monitor,00:24:e4:11:18:a8,4,-1
37,4.24994,780,330,64.0,224.0,1174.604858,496.948212,5,5,156.0,66.0,1015.571,1015.574625,0.0,0.0,0.0,dropcam,30:8c:fb:2f:e4:b2,1,-1
37,4.331162,780,330,64.0,226.0,1152.577515,487.628967,5,5,156.0,66.0,1212.91975,1212.916625,0.228025,0.215573,0.012452,dropcam,30:8c:fb:2f:e4:b2,1,-1
37,0.430528,254,408,64.0,49.0,2359.892822,3790.694092,2,2,127.0,204.0,430.528,269.24,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.229038,149,149,64.0,212.0,2619.652588,2619.652588,2,2,74.5,74.5,229.038,2.629,0.24717,0.215861,0.031309,amazon echo,44:65:0d:56:cc:d3,2,-1
38,2.744354,270,270,64.0,46.0,524.713623,524.713623,3,3,90.0,90.0,1253.9055,1253.724,0.0,0.0,0.0,insteon camera,00:62:6e:51:27:2e,5,-1
37,0.399607,243,231,100.0,35.0,3243.186523,3083.029053,3,3,81.0,77.0,3461.82475,96.673,0.0,0.0,0.0,smart things,d0:52:a8:00:67:5e,3,-1
37,0.43679,254,408,64.0,52.0,2326.060547,3736.349365,2,2,127.0,204.0,436.79,273.087,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
38,2.659718,270,270,64.0,49.0,541.410767,541.410767,3,3,90.0,90.0,1225.3165,1225.0795,0.0,0.0,0.0,insteon camera,00:62:6e:51:27:2e,5,-1
37,0.211666,183,177,100.0,34.0,3477.17627,3363.790039,2,2,91.5,88.5,4073.124,3968.016,0.0,0.0,0.0,smart things,d0:52:a8:00:67:5e,3,3
37,0.168419,132,132,64.0,43.0,3135.038086,3135.038086,2,2,66.0,66.0,32.123,186.344,0.139862,0.136454,0.003408,samsung smartcam,00:16:6c:ab:6b:88,6,6
37,4.342545,780,330,64.0,228.0,1149.556274,486.350739,5,5,156.0,66.0,1032.379375,1032.384375,0.0,0.0,0.0,dropcam,30:8c:fb:2f:e4:b2,1,-1
37,0.155072,132,132,64.0,45.0,3404.869873,3404.869873,2,2,66.0,66.0,13.563,156.856,0.142865,0.141718,0.001147,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,2.090657,259,231,100.0,32.0,661.992859,589.288452,3,3,86.333336,77.0,1045.3285,937.563,0.0,0.0,0.0,smart things,d0:52:a8:00:67:5e,3,-1
37,0.240727,149,149,64.0,212.0,2492.449951,2492.449951,2,2,74.5,74.5,0.577,243.701,0.213832,0.205739,0.008093,amazon echo,44:65:0d:56:cc:d3,2,2
37,0.217165,183,177,100.0,32.0,3389.128174,3278.613037,2,2,91.5,88.5,3241.04,3133.347,0.0,0.0,0.0,smart things,d0:52:a8:00:67:5e,3,-1
37,0.233909,714,659,64.0,56.0,20931.216797,18058.304688,7,5,102.0,131.800003,38.984832,57.05625,0.008305,0.004504,0.003801,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.23557,636,585,64.0,56.0,17998.896484,14908.519531,6,4,106.0,146.25,47.114,77.359336,0.00258,0.001565,0.001015,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.43245,270,398,64.0,49.0,2497.398682,3681.350586,2,2,135.0,199.0,432.45,269.473,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,1.310122,132,132,64.0,47.0,403.0159,403.0159,2,2,66.0,66.0,5160.132,5160.076,0.0,0.0,0.0,withings smart baby monitor,00:24:e4:11:18:a8,4,4
37,3.364704,259,231,100.0,32.0,411.328918,366.154053,3,3,86.333336,77.0,1682.352,1571.455,0.0,0.0,0.0,smart things,d0:52:a8:00:67:5e,3,-1
37,0.43491,270,398,64.0,49.0,2483.272461,3660.527588,2,2,135.0,199.0,434.91,271.507,0.161521,0.160344,0.001177,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,4.334546,468,198,64.0,227.0,575.838867,243.62413,3,3,156.0,66.0,2019.224375,2019.232375,0.0,0.0,0.0,dropcam,30:8c:fb:2f:e4:b2,1,-1
37,4.826921,132,132,64.0,48.0,109.386505,109.386505,2,2,66.0,66.0,5112.0915,5111.9905,0.0,0.0,0.0,withings smart baby monitor,00:24:e4:11:18:a8,4,4
37,0.432704,254,408,64.0,51.0,2348.025391,3771.631348,2,2,127.0,204.0,432.704,269.398,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,4.862741,780,330,64.0,227.0,1026.581543,434.322937,5,5,156.0,66.0,1015.872187,1013.055813,0.0,0.0,0.0,dropcam,30:8c:fb:2f:e4:b2,1,-1
37,0.470677,254,408,64.0,49.0,2158.592773,3467.345947,2,2,127.0,204.0,470.677,273.752,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.430199,270,398,64.0,52.0,2510.466064,3700.613037,2,2,135.0,199.0,430.199,268.343,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,3.832791,366,354,100.0,29.0,573.994263,555.208984,4,4,91.5,88.5,1681.35525,1681.3415,0.204886,0.20479,9.6e-05,smart things,d0:52:a8:00:67:5e,3,-1
37,0.175534,132,132,64.0,43.0,3007.964355,3007.964355,2,2,66.0,66.0,39.43,178.262,0.143393,0.13635,0.007043,samsung smartcam,00:16:6c:ab:6b:88,6,-1
38,2.420467,270,180,64.0,49.0,594.926514,297.463257,3,2,90.0,90.0,1210.2335,1209.118,0.0,0.0,0.0,insteon camera,00:62:6e:51:27:2e,5,-1
37,0.163687,254,270,64.0,49.0,6206.967773,6597.958008,2,2,127.0,135.0,163.687,2.522,0.183607,0.160328,0.023279,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.886865,244,298,64.0,208.0,1470.347778,2020.600586,3,4,81.333336,74.5,443.4325,219.529,0.222228,0.216166,0.006062,amazon echo,44:65:0d:56:cc:d3,2,-1
37,4.227616,846,470,64.0,227.0,1334.085327,741.789246,6,6,141.0,78.333336,844.316812,844.3165,0.0,0.0,0.0,dropcam,30:8c:fb:2f:e4:b2,1,-1
37,0.440229,254,408,64.0,51.0,2307.889648,3707.161621,2,2,127.0,204.0,440.229,271.258,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,6
38,2.560973,270,270,64.0,49.0,562.286316,562.286316,3,3,90.0,90.0,1193.194,1192.959,0.0,0.0,0.0,insteon camera,00:62:6e:51:27:2e,5,-1
37,0.2711,636,585,64.0,56.0,15639.984375,12954.628906,6,4,106.0,146.25,54.22,84.852664,0.017001,0.01552,0.001481,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.529604,636,585,64.0,56.0,8005.981445,6631.369629,6,4,106.0,146.25,105.920797,175.303328,0.002494,0.001422,0.001072,samsung smartcam,00:16:6c:ab:6b:88,6,6
38,2.554251,270,270,64.0,51.0,563.766052,563.766052,3,3,90.0,90.0,1189.87,1189.5845,0.0,0.0,0.0,insteon camera,00:62:6e:51:27:2e,5,5
37,4.337789,780,330,64.0,227.0,486.883972,1150.81665,5,5,156.0,66.0,1029.27,1029.276,0.0,0.0,0.0,dropcam,30:8c:fb:2f:e4:b2,1,-1
37,0.438472,270,398,64.0,49.0,2463.099121,3630.790527,2,2,135.0,199.0,438.472,274.347,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,6
37,4.340664,624,264,64.0,227.0,862.540894,364.921143,4,4,156.0,66.0,1264.0905,1264.09025,0.0,0.0,0.0,dropcam,30:8c:fb:2f:e4:b2,1,-1
37,1.636141,132,132,47.0,64.0,322.710571,322.710571,2,2,66.0,66.0,5159.9675,5159.9725,0.0,0.0,0.0,withings smart baby monitor,00:24:e4:11:18:a8,4,-1
37,0.360042,183,177,100.0,37.0,2044.205933,1977.546997,2,2,91.5,88.5,3594.941,3594.9265,0.21308,0.212928,0.000152,smart things,d0:52:a8:00:67:5e,3,-1
37,0.176901,132,132,64.0,43.0,2984.720215,2984.720215,2,2,66.0,66.0,40.53,184.06,0.138088,0.136642,0.001446,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,3.305904,624,264,64.0,227.0,1132.519287,479.142792,4,4,156.0,66.0,1260.6625,1260.6735,0.0,0.0,0.0,dropcam,30:8c:fb:2f:e4:b2,1,1
37,4.961716,780,330,64.0,227.0,1006.103516,425.65918,5,5,156.0,66.0,1033.537625,1011.807,0.0,0.0,0.0,dropcam,30:8c:fb:2f:e4:b2,1,-1
38,0.025939,301,684,64.0,64.0,0.0,105478.234375,1,2,301.0,342.0,0.0,2.838,0.0,0.0,0.0,insteon camera,00:62:6e:51:27:2e,5,-1
37,0.43806,254,408,64.0,49.0,2319.317139,3725.51709,2,2,127.0,204.0,438.06,272.624,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,6
37,0.023438,198,445,64.0,56.0,76115.710938,45055.039062,3,2,66.0,222.5,9.5155,21.827,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.44647,254,408,64.0,52.0,2275.628906,3655.34082,2,2,127.0,204.0,446.47,272.935,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.142068,132,132,64.0,43.0,3716.530029,3716.530029,2,2,66.0,66.0,6.001,146.283,0.137439,0.136288,0.001151,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.21161,183,177,100.0,34.0,3478.096436,3364.680176,2,2,91.5,88.5,4073.5705,3968.2785,0.0,0.0,0.0,smart things,d0:52:a8:00:67:5e,3,3
37,2.307168,132,132,47.0,64.0,228.85199,228.85199,2,2,66.0,66.0,5160.015,5160.012,0.0,0.0,0.0,withings smart baby monitor,00:24:e4:11:18:a8,4,4
37,0.250424,636,585,64.0,56.0,16931.285156,14024.214844,6,4,106.0,146.25,50.084801,78.050336,0.01731,0.015039,0.002271,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.441433,270,398,64.0,49.0,2446.577393,3606.436279,2,2,135.0,199.0,441.433,276.597,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.438242,254,408,64.0,52.0,2318.35376,3723.969971,2,2,127.0,204.0,438.242,274.596,0.170497,0.159997,0.0105,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,1.879622,132,132,64.0,44.0,280.907532,280.907532,2,2,66.0,66.0,5135.4935,5135.5235,0.0,0.0,0.0,withings smart baby monitor,00:24:e4:11:18:a8,4,-1
37,0.163232,254,270,64.0,52.0,6224.27002,6616.349609,2,2,127.0,135.0,163.232,2.453,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,6
37,1.775988,5902,5196,64.0,212.0,25378.550781,22292.943359,22,21,268.272736,247.428574,74.829383,78.569953,0.208524,0.204589,0.003935,amazon echo,44:65:0d:56:cc:d3,2,2
37,0.45504,254,408,64.0,49.0,2232.770752,3586.497803,2,2,127.0,204.0,455.04,277.043,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,6
37,4.255594,243,231,100.0,35.0,304.540344,289.501312,3,3,81.0,77.0,4747.4165,2019.1975,0.0,0.0,0.0,smart things,d0:52:a8:00:67:5e,3,-1
37,0.449216,254,408,64.0,51.0,2261.718262,3632.996094,2,2,127.0,204.0,449.216,275.611,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.268622,149,149,64.0,208.0,2233.621826,2233.621826,2,2,74.5,74.5,268.622,0.126,0.222059,0.215318,0.006741,amazon echo,44:65:0d:56:cc:d3,2,-1
37,0.147927,132,132,64.0,45.0,3569.328125,3569.328125,2,2,66.0,66.0,7.076,153.721,0.14219,0.141134,0.001056,samsung smartcam,00:16:6c:ab:6b:88,6,-1
38,2.646186,270,270,64.0,46.0,544.179382,544.179382,3,3,90.0,90.0,1219.8905,1219.5095,0.0,0.0,0.0,insteon camera,00:62:6e:51:27:2e,5,-1
