dur,proto,sbytes,dbytes,sttl,dttl,sload,dload,spkts,dpkts,smean,dmean,sinpkt,dinpkt,tcprtt,synack,ackdat,ct_src_ltm,ct_dst_ltm,ct_dst_src_ltm,label
1.022468,113,1684,10168,31,29,12237.05859,75143.67188,14,18,120,565,78.62369,60.116647,0.000605,0.000482,0.000123,1,6,2,0
1.211715,113,1684,10168,31,29,10325.86035,63407.64844,14,18,120,565,93.178156,71.246529,0.00086,0.000516,0.000344,6,6,3,0
1.134653,114,1684,10168,31,29,11027.16016,67714.09375,14,18,120,565,87.252305,66.711118,0.000693,0.000559,0.000134,1,3,1,0
0.025237,113,1036,2366,31,29,301145.1563,696437.75,12,14,86,169,2.262182,1.896077,0.000722,0.000579,0.000143,3,4,4,0
0.487781,113,37184,3380,31,29,598120.875,54122.65234,52,42,715,80,9.556961,11.883829,0.000696,0.000541,0.000155,3,3,2,0
7.89392,113,13454,548216,31,29,13577.03125,554315.25,234,438,57,1252,34.024143,18.062806,0.000606,0.000473,0.000133,2,4,4,0
0.653879,113,9400,12298,31,29,113929.3359,149152.9844,106,114,89,108,6.224419,5.781487,0.000703,0.000563,0.00014,3,3,2,0
1.17405,114,1580,10168,31,29,9873.514648,65441.84766,12,18,132,565,106.70027,69.027296,0.000738,0.000581,0.000157,20,8,5,0
1.367464,114,1684,10168,31,29,9149.78418,56185.75781,14,18,120,565,105.160846,80.411353,0.000568,0.000468,0.0001,2,4,1,0
0.004741,113,8928,320,31,29,13990297.0,450537.875,14,6,638,53,0.364692,0.8322,0.000583,0.000464,0.000119,7,7,4,0
0.197373,113,2062,2528,31,29,80132.53906,98817.97656,24,28,86,90,8.564652,7.292259,0.000616,0.000479,0.000137,3,2,1,0
0.001048,119,146,178,31,29,557251.9375,679389.375,2,2,73,89,0.008,0.002,0.0,0.0,0.0,2,1,1,0
0.031594,113,7820,15574,31,29,1963917.125,3912388.25,122,126,64,124,0.269491,0.248608,0.000637,0.000514,0.000123,2,2,1,0
3e-06,119,264,0,60,0,352000000.0,0.0,2,0,132,0,0.003,0.0,0.0,0.0,0.0,9,9,32,0
0.804775,113,7818,15092,31,29,77079.92969,148841.6094,122,126,64,120,6.64814,6.434176,0.000624,0.0005,0.000124,5,2,1,0
0.230172,113,320,1938,31,29,9280.016602,58947.22266,6,8,53,242,45.9672,32.81257,0.000602,0.000481,0.000121,7,2,1,0
0.004432,119,568,312,31,29,768953.0,422382.6563,4,4,142,78,1.146,0.981,0.0,0.0,0.0,2,3,4,0
0.000978,120,146,178,31,29,597137.0,728016.375,2,2,73,89,0.011,0.005,0.0,0.0,0.0,3,5,1,0
1.047863,113,1684,10168,31,29,11940.49219,73322.5625,14,18,120,565,80.578769,61.611824,0.000554,0.00046,9.4e-05,7,7,6,0
0.040997,113,4862,80366,31,29,937629.625,15500062.0,84,86,58,934,0.49012,0.475953,0.000657,0.000533,0.000124,2,2,1,0
0.038969,114,2750,27620,31,29,551823.25,5546973.5,44,46,63,600,0.897884,0.853756,0.000648,0.000542,0.000106,4,1,1,0
0.033901,113,1540,1644,31,29,340756.9375,366478.875,16,18,96,91,2.239133,1.966765,0.000585,0.000462,0.000123,8,5,4,0
0.91078,113,2350,268,254,252,18577.48242,1967.544312,10,6,235,45,95.176444,168.427203,0.137507,0.068639,0.068868,2,2,2,1
6e-06,119,264,0,60,0,176000000.0,0.0,2,0,132,0,0.006,0.0,0.0,0.0,0.0,8,8,19,0
0.001074,119,146,178,31,29,543761.625,662942.25,2,2,73,89,0.01,0.009,0.0,0.0,0.0,3,2,1,0
0.882357,113,37252,3276,31,29,331258.2188,28967.86719,52,40,716,82,17.294157,22.611025,0.00065,0.000523,0.000127,4,3,3,0
2.074789,113,948,768,254,252,3396.971924,2753.051025,14,14,68,55,159.58862,164.248828,0.197441,0.103797,0.093644,1,1,2,1
0.018882,113,2854,31354,31,29,1182925.5,13007520.0,46,48,62,653,0.406778,0.397413,0.000717,0.000593,0.000124,3,2,1,0
1.020405,113,1684,10168,31,29,12261.79688,75295.58594,14,18,120,565,78.463305,59.978412,0.000876,0.000748,0.000128,1,1,1,0
0.044916,114,4222,61786,31,29,741651.0625,10856176.0,72,74,59,835,0.628099,0.6155,0.000724,0.000591,0.000133,9,10,3,0
0.055448,114,1920,4312,31,29,264464.0,596306.4375,22,24,87,180,2.623524,2.383783,0.000751,0.00061,0.000141,4,1,1,0
0.006413,114,3728,5474,31,29,4505847.5,6544207.0,32,24,117,228,0.206871,0.247739,0.000702,0.000567,0.000135,1,1,1,0
0.351738,113,5056,2976,31,29,110900.7266,65275.85938,28,28,181,106,13.016037,13.006777,0.000687,0.000552,0.000135,6,5,4,0
1.125395,114,1580,10168,31,29,10300.38281,68271.14063,12,18,132,565,102.273274,66.16647,0.000705,0.00056,0.000145,2,3,1,0
0.013915,113,2646,26176,31,29,1485016.25,14707582.0,42,44,63,595,0.331098,0.315476,0.000791,0.000654,0.000137,4,3,1,0
0.524902,114,816,1166,62,252,11202.0918,15561.0,10,8,82,146,58.322444,58.905285,0.154921,0.095369,0.059552,2,1,1,0
1.362346,113,1042,844,254,252,5613.845215,4462.889648,12,10,87,84,123.849631,140.981672,0.192452,0.09304,0.099412,2,1,2,1
7e-06,119,264,0,60,0,150857136.0,0.0,2,0,132,0,0.007,0.0,0.0,0.0,0.0,36,36,39,0
1.083295,113,590,682,254,252,3995.218262,4622.933105,12,12,49,57,98.481365,91.298453,0.119474,0.059677,0.059797,4,1,2,1
0.377567,113,2292,268,254,252,43711.44922,4746.177734,10,6,229,45,37.869889,62.347398,0.086686,0.065825,0.020861,3,2,9,1
8e-06,119,392,0,254,0,196000000.0,0.0,2,0,196,0,0.008,0.0,0.0,0.0,0.0,1,1,2,1
0.131846,113,4238,65938,31,29,253629.25,3946847.25,72,74,59,891,1.852296,1.798466,0.000702,0.000555,0.000147,2,2,1,0
0.025517,114,37196,3380,31,29,11437395.0,1034604.375,52,42,715,80,0.493431,0.609049,0.000683,0.000541,0.000142,2,1,1,0
0.651816,113,1466,792,254,252,16495.45313,8750.935547,12,10,122,79,56.888544,67.219664,0.06639,0.046829,0.019561,2,1,2,1
7e-06,119,264,0,60,0,150857136.0,0.0,2,0,132,0,0.007,0.0,0.0,0.0,0.0,9,9,24,0
0.001058,119,146,178,31,29,551984.875,672967.875,2,2,73,89,0.01,0.009,0.0,0.0,0.0,3,3,2,0
0.07605,114,3614,44406,31,29,373859.3125,4595924.0,60,62,60,716,1.28361,1.236443,0.000753,0.000616,0.000137,2,3,1,0
0.003333,119,146,178,31,29,175217.5156,213621.3594,2,2,73,89,0.01,0.002,0.0,0.0,0.0,4,2,1,0
4.224377,113,2934,3742,31,29,5450.270996,6955.818359,52,54,56,69,82.82459,79.695734,0.00061,0.000495,0.000115,2,3,2,0
0.001014,120,130,162,31,29,512820.5,639053.25,2,2,65,81,0.001,0.003,0.0,0.0,0.0,1,1,1,0
2.010446,114,2934,3742,31,29,11452.18457,14615.66211,52,54,56,69,39.414175,37.922547,0.000724,0.000547,0.000177,1,1,1,0
0.202287,119,568,312,31,29,16847.34961,9254.178711,4,4,142,78,62.330668,23.982,0.0,0.0,0.0,5,5,5,0
8e-06,121,200,0,254,0,100000000.0,0.0,2,0,100,0,0.008,0.0,0.0,0.0,0.0,13,4,8,1
0.018974,113,1540,1644,31,29,608833.125,654790.75,16,18,96,91,1.243867,1.15675,0.000591,0.000462,0.000129,10,7,6,0
0.001056,119,130,162,31,29,492424.25,613636.375,2,2,65,81,0.01,0.008,0.0,0.0,0.0,3,3,1,0
0.707009,114,904,556,254,252,9595.351562,5668.95166,16,10,57,56,45.158865,70.213219,0.125985,0.075083,0.050902,3,2,2,1
0.001013,119,146,178,31,29,576505.4375,702862.75,2,2,73,89,0.009,0.001,0.0,0.0,0.0,7,4,1,0
0.02415,114,2766,27392,31,29,895734.9375,8876853.0,44,46,63,595,0.552814,0.522533,0.000783,0.000633,0.00015,4,3,1,0
0.010814,113,2438,19242,31,29,1756241.875,13879046.0,38,40,64,481,0.283297,0.270105,0.000693,0.000546,0.000147,5,6,2,0
0.024104,113,2934,3738,31,29,955194.1875,1217723.25,52,54,56,69,0.465863,0.444472,0.000694,0.00054,0.000154,7,6,4,0
0.000119,119,503,0,64,0,16941176.0,0.0,2,0,252,0,0.119,0.0,0.0,0.0,0.0,25,25,25,0
0.033638,114,7812,15012,31,29,1842677.875,3541946.5,122,126,64,119,0.275107,0.264968,0.000653,0.000513,0.00014,11,5,3,0
0.527634,113,534,268,254,252,7292.933594,3396.293457,10,6,53,45,55.448444,79.227398,0.214041,0.131491,0.08255,1,1,5,1
0.000951,120,130,162,31,29,546792.8125,681388.0,2,2,65,81,0.01,0.004,0.0,0.0,0.0,3,1,1,0
33.434055,113,1512,708,254,252,343.841034,158.879913,20,16,76,44,1757.750526,2224.708,0.137979,0.063429,0.07455,19,20,19,1
1.244913,113,1580,10168,31,29,9311.494141,61716.76172,12,18,132,565,113.054364,73.19818,0.000705,0.000541,0.000164,1,4,1,0
0.01886,113,2646,25564,31,29,1095652.25,10597243.0,42,44,63,581,0.452585,0.427395,0.000597,0.000479,0.000118,5,4,1,0
1.133302,113,1684,10168,31,29,11040.30566,67794.82031,14,18,120,565,87.150541,66.635118,0.000632,0.000502,0.00013,1,1,1,0
0.00108,120,130,162,31,29,481481.5,600000.0,2,2,65,81,0.011,0.008,0.0,0.0,0.0,3,3,1,0
0.000982,119,130,162,31,29,529531.5625,659877.8125,2,2,65,81,0.009,0.007,0.0,0.0,0.0,3,3,2,0
0.004001,114,1042,824,31,29,1823544.125,1483629.125,8,10,130,82,0.518429,0.387111,0.000654,0.000513,0.000141,5,3,1,0
0.595547,114,4496,3080,31,29,58245.60938,40003.55859,28,30,161,103,22.045444,20.520242,0.000618,0.000456,0.000162,3,4,3,0
1.010959,113,1684,10168,31,29,12376.36719,75999.125,14,18,120,565,77.738615,59.435647,0.000702,0.000546,0.000156,2,2,1,0
0.001708,119,536,304,31,29,1882904.0,1067915.75,4,4,134,76,0.433333,0.207,0.0,0.0,0.0,5,9,4,0
3e-06,119,264,0,60,0,352000000.0,0.0,2,0,132,0,0.003,0.0,0.0,0.0,0.0,23,23,23,0
0.001047,119,146,178,31,29,557784.125,680038.1875,2,2,73,89,0.01,0.007,0.0,0.0,0.0,6,4,1,0
59.825302,119,28112,0,60,0,3750.653809,0.0,434,0,65,0,138.197641,0.0,0.0,0.0,0.0,2,11,2,0
0.050314,114,2646,24004,31,29,410700.7813,3730015.25,42,44,63,546,1.217854,1.15707,0.000679,0.000556,0.000123,4,5,1,0
1.34587,113,3022,732,254,252,16471.13086,3810.174805,12,8,252,92,119.164915,168.265141,0.291162,0.168009,0.123153,3,2,3,1
1.034016,113,1426,354,254,252,9934.082031,2398.415527,10,8,143,44,107.964556,137.198719,0.145444,0.073616,0.071828,1,1,3,1
0.000983,119,146,178,31,29,594099.6875,724313.3125,2,2,73,89,0.003,0.009,0.0,0.0,0.0,2,1,1,0
1.304724,113,19306,1087890,31,29,118051.0234,6661528.5,362,746,53,1458,3.62335,1.750686,0.00057,0.000458,0.000112,2,2,1,0
1.014964,113,1684,10168,31,29,12327.53125,75699.23438,14,18,120,565,78.047308,59.670588,0.000704,0.000561,0.000143,1,1,1,0
1.3e-05,120,1990,0,254,0,612307712.0,0.0,2,0,995,0,0.013,0.0,0.0,0.0,0.0,2,1,1,1
0.000966,119,130,162,31,29,538302.25,670807.4375,2,2,65,81,0.009,0.007,0.0,0.0,0.0,2,2,1,0
0.474912,114,37278,3380,31,29,615895.1875,55589.24609,52,42,717,80,9.304902,11.572293,0.000577,0.000444,0.000133,2,2,1,0
0.001056,119,146,178,31,29,553030.3125,674242.4375,2,2,73,89,0.011,0.008,0.0,0.0,0.0,3,1,1,0
0.990181,113,7818,15828,31,29,62647.12891,126869.7266,122,126,64,126,8.248567,7.916904,0.000711,0.000564,0.000147,2,6,3,0
0.079301,113,2854,31458,31,29,281661.0,3107451.25,46,48,62,655,1.794455,1.712413,0.000634,0.000524,0.00011,4,2,1,0
0.000953,119,146,178,31,29,612801.6875,747114.375,2,2,73,89,0.007,0.005,0.0,0.0,0.0,4,3,2,0
0.001057,120,146,178,31,29,552507.0625,673604.5,2,2,73,89,0.011,0.009,0.0,0.0,0.0,1,2,1,0
0.001149,119,146,178,31,29,508268.0625,619669.25,2,2,73,89,0.009,0.007,0.0,0.0,0.0,2,5,1,0
5e-06,119,264,0,60,0,211200000.0,0.0,2,0,132,0,0.005,0.0,0.0,0.0,0.0,43,43,43,0
0.382606,113,424,8824,31,29,7757.327148,169134.8281,8,12,53,735,54.609713,34.726999,0.000745,0.000606,0.000139,8,4,4,0
1e-06,119,264,0,60,0,1056000000.0,0.0,2,0,132,0,0.001,0.0,0.0,0.0,0.0,14,14,21,0
1e-05,120,228,0,254,0,91200000.0,0.0,2,0,114,0,0.01,0.0,0.0,0.0,0.0,4,4,4,1
0.012841,113,2542,23516,31,29,1544428.0,14302313.0,40,42,64,560,0.321103,0.299,0.000739,0.000578,0.000161,5,5,1,0
0.109894,113,3390,41676,31,29,242415.4219,2981636.75,56,58,61,719,2.028667,1.918965,0.000642,0.000509,0.000133,3,7,3,0
0.043347,113,1064,824,31,29,171822.7344,136941.4219,8,10,133,82,6.143714,4.764222,0.000863,0.000466,0.000397,7,4,2,0
0.223368,113,424,8824,31,29,13287.48926,289710.25,8,12,53,735,31.862427,20.258455,0.000646,0.000522,0.000124,3,2,2,0
0.041936,113,2854,27682,31,29,532621.125,5166158.0,46,46,62,602,0.968047,0.919978,0.000655,0.000528,0.000127,2,4,2,0
1.004934,113,1580,10168,31,29,11535.08594,76454.77344,12,18,132,565,91.326456,59.080997,0.000717,0.000552,0.000165,2,2,1,0
2.069474,113,16186,1087890,31,29,62365.60547,4199838.5,302,746,54,1458,6.874256,2.77706,0.000684,0.00056,0.000124,3,6,1,0
1.060709,113,3054,818,254,252,21117.95117,5558.546387,12,10,255,82,96.428089,106.978,0.099822,0.066709,0.033113,2,2,2,1
0.594463,113,424,8824,31,29,4992.741211,108857.9141,8,12,53,735,84.866712,53.995455,0.000625,0.00051,0.000115,10,4,4,0
12.278335,113,18580,762578,31,29,12069.38965,496038.5938,328,604,57,1263,38.130458,20.361345,0.000597,0.000441,0.000156,4,3,3,0
1.175169,113,994,860,254,252,6208.46875,5269.029297,12,10,83,86,103.140818,120.339445,0.199734,0.09211,0.107624,2,1,3,1
0.107713,113,2542,23122,31,29,184118.9063,1676455.0,40,42,64,551,2.753949,2.615073,0.000614,0.000492,0.000122,6,2,2,0
3e-06,119,104,0,254,0,138666656.0,0.0,2,0,52,0,0.003,0.0,0.0,0.0,0.0,4,4,11,1
0.46343,113,508,354,254,252,7906.26416,5351.401855,10,8,51,44,50.059222,57.284145,0.118965,0.062432,0.056533,3,2,11,1
9.121832,113,25472,1094788,31,29,22290.25977,959029.3125,454,858,56,1276,20.135779,10.643399,0.000549,0.000434,0.000115,2,4,4,0
1.013842,113,1580,10168,31,29,11433.73438,75783.01563,12,18,132,565,92.046635,59.607765,0.000655,0.000506,0.000149,2,1,1,0
0.046897,113,2854,31360,31,29,476277.7813,5238202.5,46,48,62,653,1.035333,0.98583,0.00068,0.000555,0.000125,3,4,2,0
7e-06,119,264,0,60,0,150857136.0,0.0,2,0,132,0,0.007,0.0,0.0,0.0,0.0,22,22,45,0
0.007403,114,1036,2262,31,29,1026610.875,2241253.5,12,12,86,189,0.633818,0.607636,0.001088,0.000711,0.000377,2,6,2,0
1.137848,113,1684,10168,31,29,10996.19629,67523.95313,14,18,120,565,87.500462,66.904235,0.000597,0.000474,0.000123,3,4,1,0
0.794785,113,7818,15326,31,29,78048.78125,153047.6719,122,126,64,122,6.565636,6.354144,0.00065,0.00051,0.00014,1,2,1,0
0.044685,113,2974,34222,31,29,521517.3125,6004341.5,48,50,62,684,0.943936,0.900796,0.000675,0.000542,0.000133,2,2,1,0
1.142678,114,2516,354,254,252,15857.48535,2170.340088,10,8,252,44,119.628778,148.323141,0.135873,0.104412,0.031461,2,1,1,1
0.000938,119,130,162,31,29,554371.0,690831.5625,2,2,65,81,0.001,0.002,0.0,0.0,0.0,1,6,1,0
1.384889,113,2934,3742,31,29,16625.1582,21217.58398,52,54,56,69,27.6915,26.119887,0.000664,0.000526,0.000138,6,3,4,0
0.018041,113,1540,1644,31,29,640319.25,688653.625,16,18,96,91,1.1826,1.034588,0.000571,0.000449,0.000122,4,3,2,0
0.011896,114,2438,20826,31,29,1596503.0,13655682.0,38,40,64,521,0.312162,0.290769,0.000698,0.000552,0.000146,2,1,1,0
0.004987,113,4504,2456,31,29,6824142.5,3721676.25,18,18,250,136,0.274353,0.260412,0.000716,0.000557,0.000159,4,3,3,0
0.001029,119,146,178,31,29,567541.3125,691933.875,2,2,73,89,0.009,0.005,0.0,0.0,0.0,5,2,3,0
0.021735,113,5928,8114,31,29,2146952.0,2936830.0,62,60,96,135,0.356311,0.356492,0.000687,0.000551,0.000136,2,5,1,0
0.09528,113,4550,67380,31,29,377162.0625,5586734.0,78,80,58,842,1.265933,1.214564,0.000675,0.000536,0.000139,8,5,2,0
0.621999,113,546,354,254,252,6327.984375,3987.144531,10,8,55,44,66.218,80.312859,0.114993,0.059805,0.055188,2,2,6,1
0.001054,119,130,162,31,29,493358.625,614800.75,2,2,65,81,0.009,0.006,0.0,0.0,0.0,8,1,2,0
0.788861,113,2050,354,254,252,18710.52148,3143.773193,10,8,205,44,87.619222,105.886711,0.140848,0.047653,0.093195,2,2,4,1
0.02119,113,1540,1644,31,29,545162.8125,586314.25,16,18,96,91,1.391133,1.218059,0.000633,0.000479,0.000154,8,8,7,0
0.004268,113,528,8824,31,29,892221.1875,15162137.0,10,12,53,735,0.434222,0.3761,0.000629,0.000503,0.000126,6,6,8,0
0.091196,113,2766,24004,31,29,237203.3906,2060002.625,44,46,63,522,2.113233,2.014067,0.000679,0.00056,0.000119,5,3,1,0
7e-06,119,264,0,60,0,150857136.0,0.0,2,0,132,0,0.007,0.0,0.0,0.0,0.0,23,23,26,0
1.010956,113,1684,10168,31,29,12376.40332,75999.34375,14,18,120,565,77.736538,59.435588,0.00069,0.000547,0.000143,6,6,1,0
0.073915,113,1470,1728,31,29,151958.3438,173713.0625,22,14,67,123,3.519762,5.627692,0.000794,0.000624,0.00017,2,2,1,0
0.066974,113,2974,33374,31,29,347955.9375,3906829.5,48,50,62,667,1.480467,1.383625,0.000708,0.000552,0.000156,3,5,4,0
0.021952,114,2974,30516,31,29,1061589.0,10898688.0,48,50,62,610,0.459872,0.435204,0.00075,0.000617,0.000133,2,2,1,0
6.161627,114,24952,1094788,31,29,32323.93164,1419771.75,444,858,56,1276,13.908133,7.189219,0.000593,0.000462,0.000131,7,5,4,0
0.004494,120,568,304,31,29,758344.4375,405874.4688,4,4,142,76,1.227667,1.013,0.0,0.0,0.0,3,9,3,0
1.555103,113,7806,16008,31,29,39832.73438,81697.48438,122,126,64,127,12.848917,12.436416,0.000674,0.000548,0.000126,2,4,2,0
1.13434,114,1684,10168,31,29,11030.20215,67732.77344,14,18,120,565,87.229541,66.693059,0.000689,0.000554,0.000135,5,1,1,0
0.001051,120,146,178,31,29,555661.3125,677450.0625,2,2,73,89,0.01,0.009,0.0,0.0,0.0,3,1,1,0
0.518907,114,31232,3172,31,29,471483.3125,47623.17578,48,38,651,83,11.03249,14.008838,0.000709,0.000575,0.000134,3,3,3,0
0.023041,113,2934,3740,31,29,999262.1875,1274597.375,52,54,56,69,0.445274,0.425151,0.000638,0.000503,0.000135,4,4,3,0
0.004818,119,568,312,31,29,707347.4375,388542.9688,4,4,142,78,1.264667,1.091333,0.0,0.0,0.0,3,2,1,0
0.00616,113,3728,5578,31,29,4690909.0,6966234.0,32,26,117,215,0.205333,0.21688,0.000759,0.000617,0.000142,2,4,2,0
0.005479,114,8928,320,31,29,12105859.0,389852.1563,14,6,638,53,0.421462,0.9686,0.000647,0.000506,0.000141,5,9,4,0
0.423816,113,7810,15664,31,29,146214.3906,293334.8438,122,126,64,124,3.558563,3.413887,0.000606,0.000489,0.000117,5,4,2,0
0.001118,119,146,178,31,29,522361.3438,636851.5,2,2,73,89,0.03,0.007,0.0,0.0,0.0,1,2,2,0
6e-06,119,104,0,254,0,69333328.0,0.0,2,0,52,0,0.006,0.0,0.0,0.0,0.0,2,2,2,1
9e-06,119,264,0,60,0,117333328.0,0.0,2,0,132,0,0.009,0.0,0.0,0.0,0.0,38,38,50,0
0.001724,119,528,304,31,29,1837587.0,1058004.625,4,4,132,76,0.447,0.2,0.0,0.0,0.0,5,5,4,0
0.01388,114,2750,26406,31,29,1549279.5,14888760.0,44,46,63,574,0.315326,0.294222,0.000774,0.000629,0.000145,2,3,1,0
0.022427,113,2934,3742,31,29,1026619.688,1310206.5,52,54,56,69,0.451388,0.413113,0.000783,0.000528,0.000255,7,4,6,0
7e-06,119,1646,0,254,0,940571392.0,0.0,2,0,823,0,0.007,0.0,0.0,0.0,0.0,2,2,3,1
0.005215,120,568,312,31,29,653499.5625,358964.5313,4,4,142,78,1.388667,1.226,0.0,0.0,0.0,3,4,3,0
9e-06,119,264,0,60,0,117333328.0,0.0,2,0,132,0,0.009,0.0,0.0,0.0,0.0,23,23,33,0
0.345509,113,5486,92132,31,29,125704.3984,2111482.0,96,98,57,940,3.633221,3.552165,0.001068,0.000945,0.000123,3,5,1,0
0.001717,119,520,304,31,29,1817122.875,1062318.0,4,4,130,76,0.435667,0.215,0.0,0.0,0.0,6,6,4,0
0.001359,119,146,178,31,29,429727.75,523914.6563,2,2,73,89,0.015,0.007,0.0,0.0,0.0,1,2,1,0
0.001125,119,132,164,31,29,469333.3438,583111.125,2,2,66,82,0.011,0.009,0.0,0.0,0.0,6,9,1,0
2.766764,114,2934,3742,31,29,8321.634766,10620.34961,52,54,56,69,54.244019,52.194227,0.000575,0.000467,0.000108,3,4,2,0
0.001104,120,130,162,31,29,471014.4688,586956.5,2,2,65,81,0.002,0.002,0.0,0.0,0.0,5,4,1,0
0.257742,113,1540,1644,31,29,44820.01563,48203.24609,16,18,96,91,17.161866,15.127588,0.000694,0.000565,0.000129,4,3,4,0
0.00105,119,146,178,31,29,556190.5,678095.25,2,2,73,89,0.008,0.002,0.0,0.0,0.0,4,2,2,0
0.001798,119,536,304,31,29,1788654.125,1014460.563,4,4,134,76,0.462333,0.236,0.0,0.0,0.0,6,5,5,0
0.391666,113,978,86,62,252,16646.83789,878.299377,6,2,163,43,78.3332,0.002,0.360481,0.271659,0.088822,2,2,5,0
0.002615,119,146,178,31,29,223326.9688,272275.3438,2,2,73,89,0.001,0.003,0.0,0.0,0.0,6,1,1,0
0.001092,120,130,162,31,29,476190.4688,593406.5625,2,2,65,81,0.01,0.008,0.0,0.0,0.0,2,5,1,0
13.828681,113,37178,1641360,31,29,21475.94531,948796.75,668,1278,56,1284,20.732115,10.828636,0.000645,0.000508,0.000137,1,1,1,0
0.005672,113,1920,4312,31,29,2585331.5,5829337.0,22,24,87,180,0.25381,0.22187,0.000695,0.000561,0.000134,3,2,2,0
0.001003,120,146,178,31,29,582253.25,709870.4375,2,2,73,89,0.011,0.006,0.0,0.0,0.0,2,3,1,0
7e-06,119,264,0,60,0,150857136.0,0.0,2,0,132,0,0.007,0.0,0.0,0.0,0.0,47,47,47,0
0.68757,114,1783,752,31,29,19663.45313,8086.449707,19,13,94,58,38.180167,57.25075,0.000705,0.00056,0.000145,2,6,2,0
0.016284,113,2854,31354,31,29,1371653.125,15082781.0,46,48,62,653,0.353822,0.333638,0.00073,0.000593,0.000137,7,3,2,0
0.001117,119,146,178,31,29,522829.0,637421.6875,2,2,73,89,0.011,0.009,0.0,0.0,0.0,1,2,1,0
1.1e-05,119,1064,0,254,0,386909088.0,0.0,2,0,532,0,0.011,0.0,0.0,0.0,0.0,12,12,34,0
0.016888,114,2854,30622,31,29,1322595.875,14204169.0,46,48,62,638,0.368067,0.347702,0.000691,0.000536,0.000155,7,2,1,0
0.13383,113,1470,1728,31,29,83927.375,95942.61719,22,14,67,123,6.372857,10.242462,0.000664,0.000554,0.00011,1,1,3,0
0.001646,119,528,304,31,29,1924665.875,1108141.0,4,4,132,76,0.423667,0.207,0.0,0.0,0.0,3,4,3,0
1.104889,114,1684,10168,31,29,11324.21387,69538.20313,14,18,120,565,84.964541,64.962118,0.000687,0.000526,0.000161,3,4,2,0
0.032081,113,1958,2308,31,29,466070.25,551603.75,22,24,89,96,1.58685,1.367087,0.000773,0.000629,0.000144,6,2,7,0
0.598348,113,1058,770,254,252,12969.04102,9011.477539,12,8,88,96,51.284183,67.645141,0.161569,0.124824,0.036745,1,1,2,1
0.001681,119,512,304,31,29,1827483.625,1085068.375,4,4,128,76,0.442667,0.198333,0.0,0.0,0.0,3,6,3,0
0.226374,113,4456,2768,31,29,150936.0625,93756.35156,24,24,186,115,9.828739,9.819174,0.001484,0.00053,0.000954,6,4,3,0
0.386645,113,4192,3080,31,29,83652.96875,61617.24609,28,30,150,103,14.308778,13.313207,0.000682,0.000559,0.000123,3,3,3,0
2.845222,113,1118,850,254,252,2921.388916,2240.949951,14,16,80,53,218.863231,181.538531,0.270549,0.1215,0.149049,2,2,3,1
0.623454,113,5184,3080,31,29,64145.875,38212.92578,28,30,185,103,23.079444,21.482068,0.000589,0.000471,0.000118,5,2,2,0
0.02785,113,3078,33668,31,29,866642.75,9477917.0,50,50,62,673,0.573833,0.569688,0.000926,0.000502,0.000424,5,5,2,0
0.87781,113,2934,3742,31,29,26228.91016,33474.21484,52,54,56,69,17.205942,16.552264,0.00065,0.000531,0.000119,5,3,3,0
5.137877,113,17434,1087890,31,29,27063.31836,1691643.5,326,746,53,1458,15.807901,6.895144,0.001108,0.000991,0.000117,9,3,2,0
2.028539,113,20071,1988,254,252,76957.85156,7485.19043,36,22,558,90,57.958255,93.857289,0.157431,0.056883,0.100548,1,3,1,1
0.019899,113,3302,34836,31,29,1302980.125,13755063.0,54,56,61,622,0.369075,0.349873,0.000822,0.000645,0.000177,5,2,1,0
1.070788,113,1580,10168,31,29,10825.67188,71752.76563,12,18,132,565,97.308185,62.959119,0.000595,0.00048,0.000115,6,2,4,0
1e-05,129,200,0,254,0,80000000.0,0.0,2,0,100,0,0.01,0.0,0.0,0.0,0.0,5,4,4,1
0.884094,113,828,1238,62,252,6750.413574,9808.912109,10,8,83,155,98.232667,110.985711,0.182386,0.106263,0.076123,1,1,1,1
0.001697,119,536,304,31,29,1895109.0,1074838.0,4,4,134,76,0.441667,0.203,0.0,0.0,0.0,3,5,3,0
0.957614,113,2934,3738,31,29,24043.08984,30651.18164,52,54,56,69,18.77055,18.058246,0.000662,0.000523,0.000139,6,6,5,0
0.299328,113,424,8824,31,29,9915.543945,216190.9375,8,12,53,735,42.715,27.170091,0.00057,0.000456,0.000114,3,3,3,0
4e-06,72,200,0,254,0,200000000.0,0.0,2,0,100,0,0.004,0.0,0.0,0.0,0.0,4,3,6,1
1.799284,113,344,258,254,60,1338.310181,955.935791,8,6,43,43,202.60529,320.79,0.392678,0.195324,0.197354,3,1,2,0
0.033835,114,3614,49036,31,29,840313.25,11407359.0,60,62,60,791,0.568085,0.55465,0.000683,0.000555,0.000128,3,1,1,0
0.001072,119,146,178,31,29,544776.125,664179.125,2,2,73,89,0.009,0.006,0.0,0.0,0.0,1,2,2,0
1e-06,90,200,0,254,0,800000000.0,0.0,2,0,100,0,0.001,0.0,0.0,0.0,0.0,3,3,4,1
0.001087,119,146,178,31,29,537258.5,655013.8125,2,2,73,89,0.011,0.008,0.0,0.0,0.0,2,6,1,0
0.018415,114,2542,21294,31,29,1076948.125,9030464.0,40,42,64,507,0.462744,0.435366,0.000695,0.000562,0.000133,8,3,1,0
